ACCE_ABSORB_CHANCE	Rata absorbtiei: %d%%
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_STAT	Ai nevoie de o carte pentru a invata aceasta calificare.
SKILL_CHEONGEUN	Corp puternic
SKILL_COLOR_SELECT_FIRST	Alege o culoare.
SKILL_COLOR_PICK_TOOLTIP	Alege culoarea pentru %s. (Cod HEX : %s)
SKILL_COLOR_DO_YOU_RESET	Vrei sa resetezi culoarea abilitatii?
SKILL_COLOR_DO_YOU_CHANGE	Vrei sa schimbi culoarea abilitatii?
SKILL_CRITICAL	Lovitura critica
SKILL_ENCHANT_POISON	Foloseste otrava
SKILL_EUNHYEONG	Invizibil
SKILL_FAINT	Necunostiinta
SKILL_FIND_TRAP	Cauta capcana
SKILL_FIRE	Arde
SKILL_FISHMIND	Marmura de pescuit este activa
SKILL_GAMJI	Inregistrare
SKILL_GEOMGYEONG	Aura sabiei
SKILL_GICHEON	Ajutorul zmeului
SKILL_GIGONG	Rotatia Chi
SKILL_GONGPO	Frica
SKILL_GRADE_NAME_GRAND_MASTER	%s Mare maestru
SKILL_GRADE_NAME_MASTER	%s Maestru
SKILL_GRADE_NAME_PERFECT_MASTER	%s Maestru perfect
SKILL_GROUP_ASSASSIN_1	Lama
SKILL_GROUP_ASSASSIN_2	Arc
SKILL_GROUP_HORSE	Calarie
SKILL_GROUP_SHAMAN_1	Zmeu
SKILL_GROUP_SHAMAN_2	Vindecare
SKILL_GROUP_SURA_1	Arme
SKILL_GROUP_SURA_2	Magie
SKILL_GROUP_WARRIOR_1	Corp
SKILL_GROUP_WARRIOR_2	Mental
SKILL_GWIGEOM	Lama fermecata
SKILL_GYEONGGONG	Usurare
SKILL_HEUKSIN	Protectie intunecata
SKILL_HOSIN	Binecuvantare
SKILL_INC_ATKSPD	Viteza de atac a crescut
SKILL_INC_MOVSPD	Viteza de miscare a crescut
SKILL_JEOJU	Blestem
SKILL_JEONGEOP	Vindecare
SKILL_JEONGWI	Betia de lupta
SKILL_JEONSINBANGEO	Aparare deplina
SKILL_JEONSINGONGGYEOK	Atac deplin
SKILL_JEUNGRYEOK	Atac +
SKILL_JEUNGSOK	Viteza +
SKILL_JUMAGAP	Armura fermecata
SKILL_KWAESOK	Repeziciune
SKILL_MUYEONG	Spiritul focului
SKILL_NEED_EMPTY_BOTTLE	Nu am nici o sticla goala.
SKILL_NEED_POISON_BOTTLE	Nu am nici o sticla de otrava.
SKILL_ONLY_FOR_GUILD_WAR	Poti folosi aceasta calificare doar intr-un razboi de bresle.
SKILL_PABEOP	Alunga vraja.
SKILL_POWERFUL_STRIKE	Atac anestezie
SKILL_SEOMGWANG	Bomba fulger
SKILL_SLEEP	Somn
SKILL_SLOW	Incet
SKILL_STUN	Anestezia
SKILL_SUHO	Paznic
SKILL_SUMMON_DESCRIPTION	Șansa incantatiei: %d%%
SKILL_TOOLTIP_INT	Inteligenta
SKILL_TOOLTIP_LEVEL	Nivel
SKILL_TOXICDIE	Otravire
SKILL_TOXICPOWER	Atac otravitor imbunatatit
SKILL_TUSOK	Lovitura de stafie
SPECIAL_CHAT_PICK	|Eemoji/key_plus|e %s
SPECIAL_INVENTORY_CHANGERS	Bonusuri
SPECIAL_INVENTORY_CHEST	Cufere
SPECIAL_INVENTORY_MALL	Item-Shop
SPECIAL_INVENTORY_MATERIAL	Materiale
SPECIAL_INVENTORY_SAFEBOX	Depozit
SPECIAL_INVENTORY_SAFEBOX_OPEN	Asteapta, depozitul se deschide.
SPECIAL_INVENTORY_SKILL_BOOK	Carti
SPECIAL_INVENTORY_STONE	Pietre
STATS_BOARD_JINNO_PLAYERS	Jucatori Jinno
STATS_BOARD_SHINSOO_PLAYERS	Jucatori Shinsoo
STATS_BOARD_CHUNJO_PLAYERS	Jucatori Chunjo
STATS_BOARD_PLAYERS_KILLED	Jucatori invinsi
STATS_BOARD_DUELS_WON	Dueluri castigate
STATS_BOARD_LOST_DUELS	Dueluri pierdute
STATS_BOARD_KILLED_MONSTER	Monstri ucisi
STATS_BOARD_DEFEATED_BOSSES	Șefi invinsi
STATS_BOARD_DESTROYED_STONES	Pietre distruse
STAT_MINUS_CON	Adaptarea vitalitatii (Șansa ramasa: %d)
STAT_MINUS_DEX	Adaptarea dexteritatii (Șansa ramasa: %d)
STAT_MINUS_INT	Adaptarea inteligentei (Șansa ramasa: %d)
STAT_MINUS_STR	Ajustarea puterii (Șansa ramasa: %d)
STAT_TOOLTIP_ADD	Adauga x1 punct.
STAT_TOOLTIP_ADD_2	Adauga x10 puncte.
STAT_TOOLTIP_BONUS	Bonus Caracter
STAT_TOOLTIP_IMG_CON	Vitalitate
STAT_TOOLTIP_IMG_INT	Inteligenta
STAT_TOOLTIP_IMG_STR	Putere
STAT_TOOLTIP_IMG_DEX	Dexteritate
STAT_TOOLTIP_IMG_HEL	PV
STAT_TOOLTIP_IMG_SP	PM
STAT_TOOLTIP_IMG_ATT	Atac
STAT_TOOLTIP_IMG_DEF	Aparare
STAT_TOOLTIP_MOVE_SPEED	Viteza de miscare
STAT_TOOLTIP_ATT_SPEED	Viteza de atac
STAT_TOOLTIP_CAST_SPEED	Viteza vraja
STAT_TOOLTIP_MAG_ATT	Atac magie
STAT_TOOLTIP_MAG_DEF	Aparare magie
STAT_TOOLTIP_MAG_ER	Valoare eschiva
STAT_TOOLTIP_CON	Creste PV si apararea
STAT_TOOLTIP_DEX	Creste atacul si evadarea
STAT_TOOLTIP_INT	Creste PM, atacul magic si apararea
STAT_TOOLTIP_STATS	Statistici
STAT_TOOLTIP_STATUS	Status Caracter
STAT_TOOLTIP_STR	Creste valoarea atacului si daunele
SWITCHBOT_TITLE	Switchbot
SWITCHBOT_START	Start
SWITCHBOT_STOP	Stop
SWITCHBOT_RESET	Reseteaza
SWITCHBOT_ALTERNATIVES	Alternative posibile
SWITCHBOT_EMPTY_ATTR	- Gol -
SWITCHBOT_SELECT_ATTR	Alege bonus
SWITCHBOT_CLEAR_ATTR	Șterge
SWITCHBOT_LOAD_CONFIGURATION	Incarca
SWITCHBOT_CLEAR_CONFIGURATION	Goleste
SYMBOLLIST_TITLE	Anunta steagul breslei
SYSTEM_WHISPER	[Nirvana2]
TARGET_BUTTON_ACCEPT_FIGHT	Aproba
TARGET_BUTTON_AVENGE	Razbunare
TARGET_BUTTON_BLOCK	Blocheaza
TARGET_BUTTON_BUILDING_DESTROY	Distruge
TARGET_BUTTON_DISMOUNT	Descaleca
TARGET_BUTTON_EMOTION_ALLOW	Emotii
TARGET_BUTTON_EXCHANGE	Negociaza
TARGET_BUTTON_EXCLUDE	Exclude
TARGET_BUTTON_EXIT_OBSERVER	Inchide modul spectator
TARGET_BUTTON_FIGHT	Duel
TARGET_BUTTON_FRIEND	Prieten
TARGET_BUTTON_INVITE_GUILD	Invitatia breslei
TARGET_BUTTON_INVITE_PARTY	Invitatia grupei
TARGET_BUTTON_LEAVE_PARTY	Paraseste grupa
TARGET_BUTTON_REQUEST_ENTER_PARTY	Alatura-te grupei
TARGET_BUTTON_UNBLOCK	Deblocheaza
TARGET_BUTTON_VIEW_EQUIPMENT	Armament
TARGET_BUTTON_WHISPER	Șoapta
TARGET_LEVEL_BOSS	Șef
TARGET_LEVEL_KING	Categoria 5
TARGET_LEVEL_KNIGHT	Categoria 3
TARGET_LEVEL_PAWN	Categoria 1
TARGET_LEVEL_S_KNIGHT	Categoria 4
TARGET_LEVEL_S_PAWN	Categoria 2
TASKBAR_ATTACK	Ataca
TASKBAR_AUTO	Ataca automat
TASKBAR_CAMERA	Camera
TASKBAR_EXP	Experienta
TASKBAR_HP	PV
TASKBAR_MOVE	Misca
TASKBAR_SKILL	Calificare
TASKBAR_SP	PM
TASKBAR_ST	AP
TELEPORT_WINDOW_CLASS_0	Regate
TELEPORT_WINDOW_CLASS_1	Temnite
TELEPORT_WINDOW_CLASS_2	Beta
TELEPORT_WINDOW_CLASS_3	Altele
TELEPORT_WINDOW_CONFIRM_WARP	Sunteti sigur ca doriti sa va teleportati in |cff58aa51%s?
TELEPORT_WINDOW_ITEM_ICON_TOOLTIP	Obiect necesar
TELEPORT_WINDOW_ITEM_REQ	Obiect Necesar: |cff24ff00%s|h|r
TELEPORT_WINDOW_ITEM_REQ_DESC_0	Obiectul se poate obtine de la
TELEPORT_WINDOW_ITEM_REQ_DESC_1	Monstri Generali & Șefi
TELEPORT_WINDOW_LEVEL_ICON_TOOLTIP	Nivel Necesar (Min-Max)
TELEPORT_WINDOW_LEVEL_REQ	Minim: |cff24ff00%d|h|r / Maxim: |cff24ff00%d|h|r
TELEPORT_WINDOW_MONEY_ICON_TOOLTIP	Costuri Teleportare (Yang)
TELEPORT_WINDOW_MONEY_REQ	Yang: |cff24ff00%s|h|r
TELEPORT_WINDOW_NO_ITEM_REQ	Teleportarea este gratuita!
TELEPORT_WINDOW_UNSELECTED_MAP_INDEX	Va rugam sa selectati o harta!
THING_COUNT	toate
TITLE_SYSTEM_NAME_0	Fara Titlu
TITLE_SYSTEM_NAME_1	Ucenic
TITLE_SYSTEM_NAME_2	Prieten pe viata
TITLE_SYSTEM_NAME_3	Dresor de animale
TITLE_SYSTEM_NAME_4	Erou in devenire
TITLE_SYSTEM_NAME_5	Distrugator
TITLE_SYSTEM_NAME_6	Vanator
TITLE_SYSTEM_NAME_7	Vanator Suflete
TITLE_SYSTEM_NAME_8	Calaretul fantoma
TITLE_SYSTEM_NAME_9	Ingerul cu coasa
TITLE_SYSTEM_NAME_10	Imblanzitor Dragoni
TITLE_SYSTEM_NAME_11	Romantic
TITLE_SYSTEM_NAME_12	Titan
TITLE_SYSTEM_NAME_13	Magician Demoni
TITLE_SYSTEM_NAME_14	Neinfricat
TITLE_SYSTEM_NAME_15	Nemuritor
TITLE_SYSTEM_NAME_16	Vanator Dragoni
TITLE_SYSTEM_NAME_17	Expert
TITLE_SYSTEM_NAME_18	Legendar
TITLE_SYSTEM_NAME_19	Zeu PvP
TITLE_SYSTEM_NAME_20	Zeu PvM
TOOLTIP_ANTIFLAG_DESTROY	Șterge
TOOLTIP_ANTIFLAG_DROP	Arunca
TOOLTIP_ANTIFLAG_GIVE	Negociaza
TOOLTIP_ANTIFLAG_MYSHOP	Magazin
TOOLTIP_ANTIFLAG_NOT_POSSIBLE	[ imposibil ]
TOOLTIP_ANTIFLAG_PKDROP	PvP-Drop
TOOLTIP_ANTIFLAG_SAFEBOX	Depozit
TOOLTIP_ANTIFLAG_SELL	Vinde
TOOLTIP_ANTIFLAG_STACK	Stack
TOOLTIP_ANTI_CRITICAL_PCT	Rezistenta la lovitura critica +%d%%	SA
TOOLTIP_ANTI_PENETRATE_PCT	Rezistenta la lovitura patrunzatoare +%d%%	SA
TOOLTIP_ANTI_SELL	Nu poate fi vandut in magazin.
TOOLTIP_APPLY_ATTBONUS_ANIMAL	Tare impotriva animalelor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ASSASSIN	Tare impotriva ninja +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BOSS	Tare impotriva sefilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DARK	Tare impotriva intunericului +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DEVIL	Tare impotriva diavolului +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_EARTH	Tare impotriva pamantului +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ELEC	Tare impotriva fulgerului +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_FIRE	Tare impotriva focului +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_HUMAN	Tare impotriva semi-oamenilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ICE	Tare impotriva ghetii +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_METIN	Tare impotriva metinelor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MILGYO	Tare impotriva esotericilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MONSTER	Tare impotriva monstrilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ORC	Tare impotriva orcilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SHAMAN	Tare impotriva samanilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SURA	Tare impotriva sura +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_UNDEAD	Puternic impotriva vampirilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WARRIOR	Tare impotriva razboinicilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WIND	Tare impotriva vantului +%d%%	SA
TOOLTIP_APPLY_BLOCK	Șansa de a bloca un atac corporal +%d%%	SA
TOOLTIP_APPLY_COMBAT_SP_RECOVER	Reface in lupta PM la interval de 5 sec. %d	SA
TOOLTIP_APPLY_CRITICAL_PCT	Șansa de lovitura critica +%d%%	SA
TOOLTIP_APPLY_DAMAGE_SP_RECOVER	Șansa %d%% de a primi inapoi PM la lovituri reusite	SA
TOOLTIP_APPLY_DODGE	Șansa %d%% de a evita atacul cu sageti	SA
TOOLTIP_APPLY_EXP_DOUBLE_BONUS	Șansa %d%% la bonus-EXP	SA
TOOLTIP_APPLY_GOLD_DOUBLE_BONUS	Șansa %d%% de a arunca de doua ori mai mult Yang	SA
TOOLTIP_APPLY_IMMUNE_FALL	Imun la cazatura	SNA
TOOLTIP_APPLY_IMMUNE_SLOW	Imun la incetinire	SNA
TOOLTIP_APPLY_IMMUNE_STUN	Imun la necunostinta	SNA
TOOLTIP_APPLY_ITEM_DROP_BONUS	Șansa %d%% de a arunca de 2 ori mai multe obiecte	SA
TOOLTIP_APPLY_KILL_HP_RECOVER	Șansa %d%% de a reface PV	SA
TOOLTIP_APPLY_KILL_SP_RECOVER	Șansa %d%% de a reface PM	SA
TOOLTIP_APPLY_MANA_BURN_PCT	%d%% sansa de a jefui PM	SA
TOOLTIP_APPLY_MAX_HP_PCT	Max. PV +%d%%	SA
TOOLTIP_APPLY_MAX_SP_PCT	Max. PM +%d%%	SA
TOOLTIP_APPLY_NOAFFECT	Fara efect
TOOLTIP_APPLY_NO_DEATH_PENALTY	Nu vei perde puncte de exprienta daca caracterul tau va fi re-adus la viata in locul mortii sale.	SNA
TOOLTIP_APPLY_PENETRATE_PCT	Șansa %d%% la lovituri patrunzatoare	SA
TOOLTIP_APPLY_POISON_PCT	Șansa de otravire %d%%	SA
TOOLTIP_APPLY_POISON_REDUCE	Rezistenta la otrava %d%%	SA
TOOLTIP_APPLY_POTION_BONUS	%d%% crestere efect al licorii	SA
TOOLTIP_APPLY_REFLECT_CURSE	Șansa %d%% de a reflecta un blestem	SA
TOOLTIP_APPLY_REFLECT_MELEE	%d%% sansa de a reflecta loviturile atacului corporal	SA
TOOLTIP_APPLY_RESIST_ASSASSIN	Șansa de aparare impotriva atacului ninja %d%%	SA
TOOLTIP_APPLY_RESIST_BELL	Aparare clopot %d%%	SA
TOOLTIP_APPLY_RESIST_DAGGER	Aparare pumnal %d%%	SA
TOOLTIP_APPLY_RESIST_FAN	Aparare evantai %d%%	SA
TOOLTIP_APPLY_RESIST_SHAMAN	Șansa de aparare impotriva atacului samanilor %d%%	SA
TOOLTIP_APPLY_RESIST_SURA	Șansa de aparare impotriva atacului sura %d%%	SA
TOOLTIP_APPLY_RESIST_SWORD	Aparare cu sabia %d%%	SA
TOOLTIP_APPLY_RESIST_TWOHAND	Aparare cu doua-maini %d%%	SA
TOOLTIP_APPLY_RESIST_WARRIOR	Șansa de aparare impotriva atacului razboinicilor %d%%	SA
TOOLTIP_APPLY_RESIST_WIND	Rezistenta vantului %d%%	SA
TOOLTIP_APPLY_SKILL_BOOK_BONUS	Șansa de a invata din carti de 2,5 ori mai buna.	SNA
TOOLTIP_APPLY_SKILL_BOOK_NO_DELAY	Daca invatatul nu reuseste, ai inca o incercare gratuita.	SNA
TOOLTIP_APPLY_SLOW_PCT	Șansa de incetinire %d%%	SA
TOOLTIP_APPLY_STEAL_HP	%d%% daune vor fi absorbite de PV.	SA
TOOLTIP_APPLY_STEAL_SP	%d%% daune vor fi absorbite de PM.	SA
TOOLTIP_APPLY_STUN_PCT	Șansa de blocare %d%%	SA
TOOLTIP_ARMOR	Armura
TOOLTIP_ARROW	Sageata
TOOLTIP_ASSASSIN	Ninja
TOOLTIP_ATT_GRADE	Valoarea atacului +%d	SA
TOOLTIP_ATT_SPEED	Viteza de atac +%d%%	SA
TOOLTIP_AUTO_POTION_HP	Elixirul Soarelui
TOOLTIP_AUTO_POTION_REST	Ramas: %.2f%%
TOOLTIP_AUTO_POTION_SP	Elixirul Lunii
TOOLTIP_AUTO_POTION_USING	Activ
TOOLTIP_BOW_DISTANCE	Autonomia arcului +%dm	SA
TOOLTIP_BUYPRICE	Pret: %s
TOOLTIP_NO_BUYPRICE	Gratis
TOOLTIP_CAST_SPEED	Viteza farmecului +%d%%	SA
TOOLTIP_CON	Vitalitate +%d	SA
TOOLTIP_COSTUME_ATTR_BONUS	Bonus costum %d%%	SA
TOOLTIP_COSTUME_EXTEND_TIME	Extinde pentru %d zile
TOOLTIP_DEF_GRADE	Aparare +%d	SA
TOOLTIP_DEX	Dexteritate +%d	SA
TOOLTIP_DRAGON_SOUL_DECK1	Pamant	SNA
TOOLTIP_DRAGON_SOUL_DECK2	Cer	SNA
TOOLTIP_EAR	Cercel
TOOLTIP_EMOJI	Emoji
TOOLTIP_EMOJI_ACTIONS	Actiuni
TOOLTIP_EMOJI_ACTIVITIES	Activitati
TOOLTIP_EMOJI_CLOSE	Inchide Emoji
TOOLTIP_EMOJI_FLAGS	Steaguri
TOOLTIP_EMOJI_FOOD	Mancare
TOOLTIP_EMOJI_NATURE	Animale si Natura
TOOLTIP_EMOJI_OBJECTS	Obiecte
TOOLTIP_EMOJI_OPEN	Deschide Emoji
TOOLTIP_EMOJI_PEOPLE	Oameni
TOOLTIP_EMOJI_PLACES	Calatorii si Locuri
TOOLTIP_EMOJI_RECENT	Recent
TOOLTIP_EMOJI_SIMBOLS	Simboluri
TOOLTIP_EMOJI_USED_ONCE	Emoji folosit o data.
TOOLTIP_EMOJI_USED_MORE	Emoji folosit de %s ori.
TOOLTIP_ENERGY	Energie %d	SA
TOOLTIP_ETC	etc.
TOOLTIP_EVENT_MONDAY	Luni
TOOLTIP_EVENT_TUESDAY	Marti
TOOLTIP_EVENT_WEDNESDAY	Miercuri
TOOLTIP_EVENT_THURSDAY	Joi
TOOLTIP_EVENT_FRIDAY	Vineri
TOOLTIP_EVENT_SATURDAY	Sambata
TOOLTIP_EVENT_SUNDAY	Duminica
TOOLTIP_EVENT_TYPE_EXPERIENCE	Eveniment Experienta
TOOLTIP_EVENT_TYPE_ITEM_DROP	Eveniment Drop
TOOLTIP_EVENT_TYPE_BOSS	Vanatoare
TOOLTIP_EVENT_TYPE_METIN	Ploaie de Metine
TOOLTIP_EVENT_TYPE_MINING	Eveniment Minerit
TOOLTIP_EVENT_TYPE_GOLD_FROG	Eveniment Broasca de Aur
TOOLTIP_EVENT_TYPE_MOONLIGHT	Eveniment Clar de Luna
TOOLTIP_EVENT_TYPE_HEXEGONAL_CHEST	Eveniment Cufar Hexagonal
TOOLTIP_EVENT_TYPE_FISHING	Eveniment Pescuit
TOOLTIP_EVENT_TYPE_HIDE_AND_SEEK	Hide & Seek
TOOLTIP_EVENT_TYPE_OX	Eveniment OX
TOOLTIP_EVENT_TYPE_TANAKA	Eveniment Tanaka
TOOLTIP_EVENT_TYPE_YANG	Eveniment Yang
TOOLTIP_EXPANDED_COINS	Monede Dragon
TOOLTIP_EXPANDED_YANG	Yang
TOOLTIP_FISHINGROD_EXP	Puncte: %d / %d
TOOLTIP_FISHINGROD_LEVEL	Nivel: %d
TOOLTIP_FISHINGROD_UPGRADE1	Da-o pescarului
TOOLTIP_FISHINGROD_UPGRADE2	pentru a realiza din ea
TOOLTIP_FISHINGROD_UPGRADE3	undita
TOOLTIP_FISH_LEN	Lungime: %.2fcm
TOOLTIP_HELMET	Coif
TOOLTIP_HP_REGEN	Regenerare PV +%d%%	SA
TOOLTIP_INT	Inteligenta +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Valoarea atacului %d
TOOLTIP_ITEM_ATT_POWER	Valoarea atacului %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Valoarea atacului %d
TOOLTIP_ITEM_ATT_POWER_REFINE	Valoarea atacului %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	Viteza de atac %s
TOOLTIP_ITEM_DEF_GRADE	Aparare %d
TOOLTIP_ITEM_FAST	Repede
TOOLTIP_ITEM_LIMIT_CON	Limita superioara a vitalitatii %d
TOOLTIP_ITEM_LIMIT_DEX	Limita superioara a dexteritatii: %d
TOOLTIP_ITEM_LIMIT_INT	Limita superioara a inteligentei: %d
TOOLTIP_ITEM_LIMIT_LEVEL	De la nivelul: %d
TOOLTIP_ITEM_LIMIT_STR	Limita superioara a puterii: %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	Valoarea atacului magic %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Valoarea atacului magic %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	Aparare magica %d
TOOLTIP_ITEM_NORMAL	Normal
TOOLTIP_ITEM_SLOW	Incet
TOOLTIP_ITEM_VERY_FAST	Foarte repede
TOOLTIP_ITEM_VERY_SLOW	Foarte incet
TOOLTIP_ITEM_VNUM	Item %d
TOOLTIP_ITEM_WEARABLE_JOB	[ echipabil ]
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Numar norocos: %d
TOOLTIP_MAGIC_ATTBONUS_PER	Atac magic +%d%%	SA
TOOLTIP_MAGIC_ATT_GRADE	Valoarea atacului magic +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Aparare magica +%d	SA
TOOLTIP_MALL_ATTBONUS	Valoarea atacului +%d%%	SA
TOOLTIP_MALL_ATTBONUS_STATIC	Valoarea atacului +12~15%	SNA
TOOLTIP_MALL_AUTOLOOT	Yang este insusit automat.	SNA
TOOLTIP_MALL_DEFBONUS	Aparare +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	Aparare +12~15%	SNA
TOOLTIP_MALL_EXPBONUS	EXP +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	50% mai mult EXP	SNA
TOOLTIP_MALL_FISH_MIND	Șansa de a prinde un peste este mai mare.	SNA
TOOLTIP_MALL_GOLDBONUS	Șansa de drop Yang (%.1f)	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Șansa dubla de drop Yang	SNA
TOOLTIP_MALL_ITEMBONUS	Șansa de drop obiecte (%.1f)	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	Șansa dubla drop obiecte	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Punctele de dragoste cresc mai repede.	SNA
TOOLTIP_MALL_SAFEBOX	Mai mult spatiu de depozitare sta la dispozitie.	SNA
TOOLTIP_MAX_HP	Max. PV +%d	SA
TOOLTIP_MAX_HP_PCT	Max. PV +%d%%	SA
TOOLTIP_MAX_SP	Max. PM +%d	SA
TOOLTIP_MAX_SP_PCT	Max. PM +%d%%	SA
TOOLTIP_MAX_STAMINA	Rezistenta max. +%d	SA
TOOLTIP_MELEE_MAGIC_ATTBONUS_PER	Atac cu arma/magic +%d%%	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	EROARE-GPS(%d, %d)
TOOLTIP_MOV_SPEED	Viteza de miscare %d%%	SA
TOOLTIP_MULTI_FARM_EXTRA_ACCOUNT	Cont extra: (+%d)
TOOLTIP_NECK	Colier
TOOLTIP_NEED_ALL_SP	PM necesare: Max.
TOOLTIP_NEED_GSP	Spirit Dragon necesar: %d
TOOLTIP_NEED_HP	PV necesare: %d
TOOLTIP_NEED_HP_PER_SEC	PV/Sec.: %d
TOOLTIP_NEED_SKILL_POINT	Puncte de calificare necesare:
TOOLTIP_NEED_SP	PM necesare: %d
TOOLTIP_NEED_SP_PER_SEC	SP/Sec.: %d
TOOLTIP_NEW_AFFECT_AUTO_PICK_UP	Colectare automata	SNA
TOOLTIP_NEW_AFFECT_PREMIUM_ACCOUNT	Cont premium	SNA
TOOLTIP_NEXT_SKILL_LEVEL_1	Nivelul urmator: %d (Max. %d)
TOOLTIP_NEXT_SKILL_LEVEL_2	Nivelul urmator: %d (Max. %d-%d)
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Paguba medie %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Rezistenta la paguba medie %d%%	SA
TOOLTIP_PARTY_INFO_GRADE_UP1	Peste %d membri ai grupei
TOOLTIP_PARTY_INFO_GRADE_UP2	Categoria de atac +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	Categoria de aparare +%d
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	PV/PM ale tuturor membrilor grupei reinnoite odata in 60 de minute.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	PV/PM ale tuturor membrilor grupei reinnoite odata in 30 de minute.
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	Trebuie sa astepti 3 minute dupa moartea membrului grupei.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	Poti striga incoace oricand membri ai grupei de pe acelasi server.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Categoria de atac +(Membri grupei/2) %d atacatorii pot fi alesi.
TOOLTIP_PARTY_INFO_SET_TANKER	Nivelul de aparare +(Numarul Membri grupei) luptatorii cu sabia 1 pot fi alesi.
TOOLTIP_PARTY_SKILL_LEVEL	Nivel actual: %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[Atac/aparare imbunatatit]
TOOLTIP_PARTY_TITLE_HEAL	[Reface]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	Mai mult de %d membri ai grupei ofera %d%% EXP-bonus.
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[Bonus-EXP]
TOOLTIP_PARTY_TITLE_RECALL	[Striga incoace]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[Stabileste atacatorul]
TOOLTIP_PARTY_TITLE_SET_TANKER	[Stabileste luptator cu sabia]
TOOLTIP_PICK_EXP	Puncte: %d / %d
TOOLTIP_PICK_LEVEL	Nivel: %d
TOOLTIP_PICK_UPGRADE1	Da-o taietorului de lemne
TOOLTIP_PICK_UPGRADE2	pentru a realiza din ea
TOOLTIP_PICK_UPGRADE3	Tarnacop
TOOLTIP_POTION_CURE	Anuleaza efectele negative.
TOOLTIP_POTION_MIN	Min.
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Viteza de atac +%d
TOOLTIP_POTION_PLUS_HP_PERCENT	PV +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	PV +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Viteza de miscare +%d
TOOLTIP_POTION_PLUS_SP_PERCENT	SP +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	SP +%d
TOOLTIP_POTION_SEC	Sec.
TOOLTIP_POTION_TIME	Durata: 
TOOLTIP_POTION_UNLIMITED	Durata: Nelimitat
TOOLTIP_REQUIREMENT_21_LEVEL	Trebuie sa fi atins nivelul 21
TOOLTIP_REQUIREMENT_41_LEVEL	Trebuie sa fi atins nivelul 41
TOOLTIP_REQUIREMENT_LEVEL	Trebuie sa fi atins nivelul %d
TOOLTIP_REQUIREMENT_SKILL_LEVEL	%s nivelul %d necesar
TOOLTIP_REQUIREMENT_STAT_LEVEL	%s %d necesar
TOOLTIP_RESIST_BOW	Rezistenta la sageti %d%%	SA
TOOLTIP_RESIST_DARK	Rezistenta la intunecare +%d%%	SA
